goods_id,page_num,rank_in_page,price,yellow_count,level,star_voice,float_gold_wave,weapon_wave,standard_wave,five_role_num,five_weapon_num,update_time,status_closed,detail_url,title
201612599874461,1,1,900.0,61,80,1186,0,0,2,26,17,2026-06-05 19:41:23,1,https://search.7881.com/201612599874461.html,"【等级:80 黄数:61 五星角色:26个  0命忌炎,3命维里奈,4命卡卡罗,1命安可,2命鉴心,4命凌阳,0命今汐,0命长离,0命相里要,0命守岸人,0命椿,0命珂莱塔,0命菲比,0命坎特蕾拉,0命赞妮,0命弗洛洛,0命奥古斯塔,0命尤诺,0命千咲,1命琳奈,2命莫宁,1命爱弥斯,0命陆·赫斯,0命西格莉卡,0命绯雪,0命达妮娅 五星武器:17个  精1苍鳞千嶂,精1浩境粼光,精1擎渊怒涛,精1漪澜浮录,精1千古洑流,精1时和岁稔,精1裁春,精1死与舞,精1和光回唱,精1血誓盟约,精1焰光裁定,精1幽冥的忘忧章,精1万物持存的注释,精1源能机锋,精1相位涟漪,精1永远的启明星,精1灼霜 男主or女主:男主】"
201612613403519,1,2,90.0,11,51,44,0,0,0,5,5,2026-06-04 09:30:28,1,https://search.7881.com/201612613403519.html,"【等级:51 黄数:11 五星角色:5个  0命维里奈,0命卡卡罗,0命安可,0命凌阳,0命绯雪 五星武器:5个  精1漪澜浮录,精1千古洑流,精1血誓盟约,精1昙切,精1灼霜 男主or女主:女主】"
201612613381524,1,3,100.0,32,80,1849,11,0,2,14,7,2026-06-04 00:10:19,1,https://search.7881.com/201612613381524.html,"【等级:80 黄数:32 五星角色:14个  2命维里奈,2命卡卡罗,1命安可,0命鉴心,2命凌阳,1命长离,0命相里要,2命守岸人,1命椿,0命洛可可,0命夏空,0命卡提希娅,0命露帕,0命千咲 五星武器:7个  精1擎渊怒涛,精1漪澜浮录,精1赫奕流明,精1裁春,精1血誓盟约,精1焰痕,精1昙切 男主or女主:男主】"
201612608028422,1,4,460.0,27,75,29,0,0,0,9,8,2026-06-03 21:16:51,1,https://search.7881.com/201612608028422.html,"【等级:75 黄数:27 五星角色:9个  2命维里奈,0命安可,0命尤诺,0命琳奈,0命莫宁,3命爱弥斯,0命陆·赫斯,0命西格莉卡,1命绯雪 五星武器:8个  精1擎渊怒涛,精1漪澜浮录,精5血誓盟约,精1相位涟漪,精1脉冲协臂,精1永远的启明星,精1昭日译注,精1灼霜 男主or女主:女主】"
201612612496251,1,5,130.0,30,76,958,20,0,11,11,8,2026-05-27 23:40:15,1,https://search.7881.com/201612612496251.html,"【等级:76 黄数:30 五星角色:11个  0命维里奈,0命卡卡罗,1命安可,2命凌阳,1命今汐,0命相里要,0命守岸人,0命椿,4命珂莱塔,0命弗洛洛,0命千咲 五星武器:8个  精1停驻之烟,精1千古洑流,精1时和岁稔,精2星序协响,精1裁春,精1死与舞,精1血誓盟约,精1幽冥的忘忧章 男主or女主:女主】"
201612576141020,1,6,480.0,43,80,48,0,0,0,18,11,2026-05-27 16:25:28,1,https://search.7881.com/201612576141020.html,"【等级:80 黄数:43 五星角色:18个  0命忌炎,3命维里奈,0命卡卡罗,3命安可,3命鉴心,0命折枝,0命椿,0命珂莱塔,0命菲比,0命赞妮,0命夏空,0命卡提希娅,0命尤诺,0命仇远,0命千咲,0命西格莉卡,0命绯雪,0命达妮娅 五星武器:11个  精1苍鳞千嶂,精1停驻之烟,精1千古洑流,精1赫奕流明,精1裁春,精1死与舞,精3血誓盟约,精1焰光裁定,精1不屈命定之冠,精1万物持存的注释,精1灼霜 男主or女主:男主】"
201612612308239,1,7,630.0,25,80,21000,50,7,45,0,0,,1,https://search.7881.com/201612612308239.html,"【等级:80 黄数:25 五星角色:19个  0命绯雪,0命达妮娅,0命爱弥斯,0命莫宁,0命琳奈,0命千咲,0命仇远,0命尤诺,0命奥古斯塔,0命弗洛洛,0命卡提希娅,0命夏空,0命珂莱塔,0命长离,0命维里奈,0命卡卡罗,0命安可,0命鉴心,0命凌阳 五星武器:6个  精1灼霜,精1永远的启明星,精1幽冥的忘忧章,精1林间的咏叹调,精1不屈命定之冠,精1驭冕铸雷之权 男主or女主:女主】"
201612611341083,1,8,405.0,51,80,71,0,0,0,0,0,,1,https://search.7881.com/201612611341083.html,"【等级:80 黄数:51 五星角色:19个  0命夏空,1命卡提希娅,0命爱弥斯,0命弗洛洛,0命千咲,0命珂莱塔,0命守岸人,1命安可,0命凌阳,0命长离,3命今汐,0命菲比,2命卡卡罗,0命绯雪,0命嘉贝莉娜,0命琳奈,3命鉴心,0命相里要,2命维里奈 五星武器:11个  精5千古洑流,精1昙切,精1停驻之烟,精1死与舞,精1星序协响,精1海的呢喃,精1永远的启明星,精2时和岁稔,精5血誓盟约,精1灼霜,精1不屈命定之冠 男主or女主:男主】"
201612609658151,1,9,1888.0,47,77,142,0,0,0,13,11,2026-05-05 14:01:12,1,https://search.7881.com/201612609658151.html,"【等级:77 黄数:47 五星角色:13个  2命维里奈,1命卡卡罗,4命安可,2命凌阳,0命守岸人,0命夏空,3命卡提希娅,0命奥古斯塔,满命尤诺,0命千咲,0命莫宁,0命爱弥斯,1命西格莉卡 五星武器:11个  精1苍鳞千嶂,精1停驻之烟,精1漪澜浮录,精1千古洑流,精5血誓盟约,精1不屈命定之冠,精1万物持存的注释,精1昙切,精1相位涟漪,精1脉冲协臂,精1昭日译注 男主or女主:男主】"
201612609085142,1,10,699.0,56,80,25279,31,14,39,0,0,,1,https://search.7881.com/201612609085142.html,"【等级:80 黄数:56 五星角色:20个  1命维里奈,3命卡卡罗,0命安可,1命鉴心,5命凌阳,0命今汐,0命长离,0命相里要,0命守岸人,0命椿,0命坎特蕾拉,0命夏空,3命卡提希娅,0命露帕,0命弗洛洛,0命奥古斯塔,0命尤诺,0命仇远,1命千咲,0命莫宁 五星武器:17个  精1擎渊怒涛,精1停驻之烟,精1漪澜浮录,精2千古洑流,精1时和岁稔,精1裁春,精1死与舞,精5血誓盟约,精1不屈命定之冠,精1焰痕,精1幽冥的忘忧章,精1驭冕铸雷之权,精1万物持存的注释,精1昙切,精1脉冲协臂,精1相位涟漪,精1源能机锋 男主or女主:男主】"
201612607937610,1,11,215.0,27,64,802,4,0,0,11,7,2026-04-22 13:58:13,1,https://search.7881.com/201612607937610.html,"【等级:64 黄数:27 五星角色:11个  2命维里奈,0命卡卡罗,0命安可,3命鉴心,0命长离,0命折枝,0命相里要,3命守岸人,0命珂莱塔,0命夏空,0命卡提希娅 五星武器:7个  精1浩境粼光,精1停驻之烟,精1千古洑流,精1赫奕流明,精1星序协响,精1血誓盟约,精1林间的咏叹调 男主or女主:男主】"
201612590355253,1,12,250.0,21,56,948,0,0,11,8,5,2026-04-02 02:11:38,1,https://search.7881.com/201612590355253.html,"【等级:56 黄数:21 五星角色:8个  0命维里奈,1命卡卡罗,0命安可,0命鉴心,0命凌阳,0命赞妮,3命仇远,0命千咲 五星武器:5个  精1擎渊怒涛,精1漪澜浮录,精5血誓盟约,精1裁竹,精1镭射切变 男主or女主:男主】"
201612595843227,1,13,425.0,48,80,743,0,0,20,21,14,2026-02-07 15:03:38,1,https://search.7881.com/201612595843227.html,"【等级:80 黄数:48 五星角色:21个  0命吟霖,0命忌炎,2命维里奈,3命卡卡罗,0命安可,0命鉴心,2命凌阳,1命今汐,0命长离,0命相里要,0命守岸人,0命椿,0命珂莱塔,0命洛可可,0命菲比,0命布兰特,0命赞妮,0命卡提希娅,0命露帕,0命千咲,0命琳奈 五星武器:14个  精1浩境粼光,精1停驻之烟,精1漪澜浮录,精1千古洑流,精1时和岁稔,精1赫奕流明,精1星序协响,精1裁春,精1死与舞,精1和光回唱,精5血誓盟约,精1焰光裁定,精1不屈命定之冠,精1昙切 男主or女主:女主】"
201612590434051,1,14,700.0,23,76,40571,43,0,30,6,4,2026-01-29 12:20:59,1,https://search.7881.com/201612590434051.html,"【等级:76 黄数:23 五星角色:6个  3命维里奈,0命卡卡罗,0命安可,1命鉴心,满命卡提希娅,0命千咲 五星武器:4个  精1千古洑流,精4血誓盟约,精1不屈命定之冠,精1昙切 男主or女主:女主】"
201612613624659,1,15,2555.0,33,80,72561,145,60,27,6,9,2026-06-06 00:02:13,1,https://search.7881.com/201612613624659.html,"【等级:80 黄数:33 五星角色:6个  3命维里奈,0命鉴心,1命凌阳,0命相里要,满命椿,4命露帕 五星武器:9个  精1浩境粼光,精1停驻之烟,精1漪澜浮录,精1千古洑流,精1诸方玄枢,精1裁春,精3血誓盟约,精1焰痕,精1玻色星仪 男主or女主:女主】"
201612613623987,1,16,700.0,45,80,15,0,0,0,15,12,2026-06-05 23:56:20,1,https://search.7881.com/201612613623987.html,"【等级:80 黄数:45 五星角色:15个  1命维里奈,2命卡卡罗,1命安可,1命鉴心,1命凌阳,0命今汐,0命长离,0命折枝,0命相里要,0命守岸人,2命椿,0命珂莱塔,2命卡提希娅,2命千咲,1命达妮娅 五星武器:12个  精1浩境粼光,精1停驻之烟,精1千古洑流,精1时和岁稔,精1星序协响,精1裁春,精1死与舞,精3血誓盟约,精1不屈命定之冠,精1昙切,精2灼霜,精1赝作的矮星 男主or女主:男主】"
201612613622082,1,17,550.0,54,80,1730,2,0,2,20,16,2026-06-05 23:39:09,1,https://search.7881.com/201612613622082.html,"【等级:80 黄数:54 五星角色:20个  0命忌炎,2命维里奈,2命卡卡罗,3命安可,1命鉴心,1命凌阳,0命折枝,0命相里要,1命守岸人,0命珂莱塔,1命菲比,0命坎特蕾拉,0命赞妮,1命卡提希娅,0命尤诺,0命千咲,0命琳奈,0命莫宁,0命爱弥斯,0命绯雪 五星武器:16个  精1苍鳞千嶂,精2漪澜浮录,精2千古洑流,精1诸方玄枢,精1星序协响,精1死与舞,精1和光回唱,精1海的呢喃,精5血誓盟约,精1焰光裁定,精1不屈命定之冠,精1万物持存的注释,精1昙切,精1源能机锋,精1相位涟漪,精1永远的启明星 男主or女主:男主】"
201612613621603,1,18,1800.0,66,80,1229,0,0,0,19,15,2026-06-05 23:32:19,1,https://search.7881.com/201612613621603.html,"【等级:80 黄数:66 五星角色:19个  0命忌炎,3命维里奈,3命卡卡罗,2命安可,1命鉴心,1命凌阳,0命长离,0命相里要,2命守岸人,0命椿,0命夏空,满命卡提希娅,0命奥古斯塔,0命尤诺,0命千咲,0命琳奈,1命莫宁,0命爱弥斯,满命绯雪 五星武器:15个  精1苍鳞千嶂,精1浩境粼光,精1擎渊怒涛,精1停驻之烟,精1漪澜浮录,精4千古洑流,精1赫奕流明,精1裁春,精5血誓盟约,精1不屈命定之冠,精1驭冕铸雷之权,精1相位涟漪,精1脉冲协臂,精1永远的启明星,精1灼霜 男主or女主:男主】"
201612613621268,1,19,370.0,26,60,694,0,0,0,12,7,2026-06-05 23:28:45,1,https://search.7881.com/201612613621268.html,"【等级:60 黄数:26 五星角色:12个  2命维里奈,1命安可,2命鉴心,0命凌阳,0命守岸人,0命珂莱塔,0命卡提希娅,1命弗洛洛,0命尤诺,0命千咲,0命爱弥斯,1命绯雪 五星武器:7个  精1停驻之烟,精1漪澜浮录,精1千古洑流,精1血誓盟约,精1幽冥的忘忧章,精1万物持存的注释,精1灼霜 男主or女主:男主】"
201612613620916,1,20,17477.0,254,80,0,0,0,0,0,0,,1,https://search.7881.com/201612613620916.html,"【等级:80 黄数:254 五星角色:33个  满命绯雪,满命琳奈,满命爱弥斯,满命嘉贝莉娜,满命奥古斯塔,满命弗洛洛,满命露帕,满命卡提希娅,满命坎特蕾拉,满命珂莱塔,满命椿,满命长离,满命今汐,满命吟霖,满命忌炎,满命卡卡罗,满命凌阳,满命鉴心,满命维里奈,满命安可,4命折枝,3命千咲,3命达妮娅,3命莫宁,3命仇远,3命赞妮,3命菲比,2命尤诺,2命夏空,1命西格莉卡,1命陆·赫斯,1命守岸人,1命相里要 五星武器:36个  精5幽冥的忘忧章,精5灼霜,精5永远的启明星,精5浩境不屈命定之冠,精5血誓盟约,精5赫奕流明,精5焰痕,精4玻色星仪,精3裁春,精2海的呢喃,精2掣傀之手,精2溢彩荧辉,精2驭冕铸雷之权,精1赝作的矮星,精1和光回唱,精1星序协响,精1琼枝冰绡,精1昭日译注,精1白昼之脊,精1万物持存的注释,精1焰光裁定,精1诸方玄枢,精1光影双生,精1林间的咏叹调,精1死与舞,精1裁竹,精1千古洑流,精1宙算仪轨,精1昙切,精1时和岁稔,精1苍鳞千嶂,精1漪澜浮录,精1停驻之烟,精1源能机锋,精1擎渊怒涛,精1浩境粼光 男主or女主:女主】"
201612613619453,1,21,60.0,23,67,54,0,0,0,10,8,2026-06-05 23:09:31,1,https://search.7881.com/201612613619453.html,"【等级:67 黄数:23 五星角色:10个  1命维里奈,0命卡卡罗,1命安可,0命凌阳,0命守岸人,0命菲比,0命赞妮,1命莫宁,0命西格莉卡,0命绯雪 五星武器:8个  精1浩境粼光,精1千古洑流,精1星序协响,精1和光回唱,精1血誓盟约,精1焰光裁定,精1昭日译注,精1灼霜 男主or女主:男主】"
201612613452517,1,22,260.0,14,70,1051,5,0,11,5,3,2026-06-05 22:51:09,1,https://search.7881.com/201612613452517.html,"【等级:70 黄数:14 五星角色:5个  2命维里奈,0命卡卡罗,0命安可,0命爱弥斯,3命绯雪 五星武器:3个  精2血誓盟约,精1永远的启明星,精1灼霜 男主or女主:男主】"
201612613618065,1,23,190.0,31,77,0,0,0,0,0,0,,1,https://search.7881.com/201612613618065.html,"【等级:77 黄数:31 五星角色:13个  0命爱弥斯,0命千咲,0命守岸人,0命安可,0命凌阳,0命西格莉卡,0命奥古斯塔,0命达妮娅,0命绯雪,0命琳奈,0命鉴心,0命尤诺,3命维里奈 五星武器:11个  精1昙切,精1驭冕铸雷之权,精1镭射切变,精1永远的启明星,精1白昼之脊,精1脉冲协臂,精5血誓盟约,精1昭日译注,精1源能机锋,精1灼霜,精1擎渊怒涛 男主or女主:男主】"
201612613610744,1,24,100.0,7,48,117,0,0,3,5,2,2026-06-05 21:40:26,1,https://search.7881.com/201612613610744.html,"【等级:48 黄数:7 五星角色:5个  0命维里奈,0命安可,0命凌阳,0命千咲,0命绯雪 五星武器:2个  精1千古洑流,精1灼霜 男主or女主:女主】"
201612613605238,1,25,327.0,41,80,0,0,0,0,0,0,,1,https://search.7881.com/201612613605238.html,"【等级:80 黄数:41 五星角色:14个  0命露帕,0命尤诺,1命绯雪,0命夏空,0命坎特蕾拉,0命鉴心,满命长离,0命卡卡罗,3命安可,3命维里奈,1命凌阳,0命相里要,1命守岸人,2命菲比 五星武器:8个  精1幽冥的忘忧章,精1焰痕,精1千古洑流,精1赫奕流明,精1星序协响,精1和光回唱,精1海的呢喃,精3血誓盟约 男主or女主:女主】"
201612613602490,1,26,999.0,51,80,187,0,0,0,10,8,2026-06-05 20:26:17,1,https://search.7881.com/201612613602490.html,"【等级:80 黄数:51 五星角色:10个  2命维里奈,4命卡卡罗,1命安可,1命鉴心,0命凌阳,满命卡提希娅,满命弗洛洛,3命仇远,1命莫宁,0命爱弥斯 五星武器:9个  精1漪澜浮录,精1千古洑流,精5千古洑流,精5血誓盟约,精1不屈命定之冠,精1幽冥的忘忧章,精1裁竹,精1宙算仪轨,精1永远的启明星 男主or女主:女主】"
201612613599245,1,27,1000.0,31,73,217,0,0,2,10,5,2026-06-05 20:17:20,1,https://search.7881.com/201612613599245.html,"【等级:73 黄数:31 五星角色:10个  2命维里奈,1命卡卡罗,1命安可,1命鉴心,0命守岸人,0命琳奈,0命莫宁,满命爱弥斯,0命绯雪,0命达妮娅 五星武器:5个  精1千古洑流,精1星序协响,精5血誓盟约,精1永远的启明星,精1赝作的矮星 男主or女主:女主】"
201612613595456,1,28,632.0,41,80,117,0,0,0,13,10,2026-06-05 19:21:35,1,https://search.7881.com/201612613595456.html,"【等级:80 黄数:41 五星角色:13个  3命维里奈,2命卡卡罗,1命鉴心,0命凌阳,0命珂莱塔,0命菲比,0命坎特蕾拉,2命赞妮,3命卡提希娅,2命弗洛洛,0命千咲,1命爱弥斯,3命绯雪 五星武器:10个  精1漪澜浮录,精1千古洑流,精1死与舞,精1血誓盟约,精1焰光裁定,精1不屈命定之冠,精1幽冥的忘忧章,精1昙切,精1永远的启明星,精1灼霜 男主or女主:女主】"
201612613594623,1,29,341.0,22,62,0,0,0,0,0,0,,1,https://search.7881.com/201612613594623.html,"【等级:62 黄数:22 五星角色:9个  0命仇远,0命卡提希娅,0命奥古斯塔,0命坎特蕾拉,0命安可,0命维里奈,1命凌阳,满命布兰特,0命菲比 五星武器:6个  精1浩境粼光,精1千古洑流,精1停驻之烟,精1和光回唱,精1不灭航路,精1血誓盟约 男主or女主:男主】"
201612613591515,1,30,200.0,21,52,1731,0,0,1,0,0,,1,https://search.7881.com/201612613591515.html,"【等级:52 黄数:21 五星角色:12个  0命赞妮,0命卡提希娅,0命安可,0命凌阳,0命长离,0命今汐,1命卡卡罗,0命吟霖,0命鉴心,0命尤诺,1命维里奈,0命椿 五星武器:7个  精1浩境粼光,精1千古洑流,精1焰光裁定,精1时和岁稔,精1血誓盟约,精1擎渊怒涛,精1不屈命定之冠 男主or女主:女主】"
201612613583464,2,1,600.0,39,80,122,0,0,14,14,11,2026-06-05 17:40:52,1,https://search.7881.com/201612613583464.html,"【等级:80 黄数:39 五星角色:14个  1命维里奈,0命卡卡罗,0命安可,0命鉴心,2命凌阳,0命坎特蕾拉,满命卡提希娅,0命弗洛洛,0命奥古斯塔,0命尤诺,1命千咲,0命莫宁,0命爱弥斯,0命绯雪 五星武器:11个  精1擎渊怒涛,精1停驻之烟,精1漪澜浮录,精1千古洑流,精5血誓盟约,精1不屈命定之冠,精1驭冕铸雷之权,精1昙切,精1相位涟漪,精1脉冲协臂,精1永远的启明星 男主or女主:男主】"
201612613579430,2,2,710.0,63,80,16542,15,0,1,22,18,2026-06-05 16:59:15,1,https://search.7881.com/201612613579430.html,"【等级:80 黄数:63 五星角色:22个  0命吟霖,1命维里奈,2命卡卡罗,1命安可,3命鉴心,5命凌阳,0命今汐,0命长离,0命相里要,0命守岸人,0命椿,0命珂莱塔,0命菲比,0命坎特蕾拉,1命赞妮,0命卡提希娅,0命奥古斯塔,0命尤诺,0命千咲,2命爱弥斯,0命绯雪,0命达妮娅 五星武器:19个  精1浩境粼光,精1漪澜浮录,精1千古洑流,精2千古洑流,精1时和岁稔,精1诸方玄枢,精1星序协响,精1死与舞,精1和光回唱,精5血誓盟约,精1焰光裁定,精1不屈命定之冠,精1驭冕铸雷之权,精1万物持存的注释,精1昙切,精1相位涟漪,精1永远的启明星,精1灼霜,精1赝作的矮星 男主or女主:男主】"
201612613575595,2,3,1300.0,68,80,3621,5,0,0,18,12,2026-06-05 16:26:27,1,https://search.7881.com/201612613575595.html,"【等级:80 黄数:68 五星角色:18个  0命吟霖,2命维里奈,4命卡卡罗,4命安可,5命鉴心,2命凌阳,4命今汐,0命相里要,2命守岸人,3命椿,0命洛可可,0命夏空,满命卡提希娅,0命嘉贝莉娜,0命千咲,0命琳奈,0命莫宁,0命爱弥斯 五星武器:12个  精1停驻之烟,精1漪澜浮录,精1千古洑流,精1时和岁稔,精1星序协响,精2裁春,精5血誓盟约,精1不屈命定之冠,精2昙切,精1源能机锋,精1玻色星仪,精1永远的启明星 男主or女主:男主】"
201612613574324,2,4,380.0,28,76,57,0,0,0,12,8,2026-06-05 16:12:52,1,https://search.7881.com/201612613574324.html,"【等级:76 黄数:28 五星角色:12个  0命维里奈,1命卡卡罗,1命安可,0命鉴心,0命椿,0命弗洛洛,0命奥古斯塔,0命尤诺,0命千咲,0命琳奈,0命爱弥斯,0命绯雪 五星武器:8个  精1擎渊怒涛,精1漪澜浮录,精1千古洑流,精1裁春,精5血誓盟约,精1驭冕铸雷之权,精1源能机锋,精1灼霜 男主or女主:男主】"
201612613568345,2,5,500.0,31,71,745,1,0,1,10,6,2026-06-05 15:17:08,1,https://search.7881.com/201612613568345.html,"【等级:71 黄数:31 五星角色:10个  1命维里奈,3命安可,0命鉴心,1命凌阳,0命千咲,0命琳奈,0命莫宁,1命爱弥斯,0命西格莉卡,5命绯雪 五星武器:6个  精1浩境粼光,精5血誓盟约,精1镭射切变,精1相位涟漪,精1永远的启明星,精1灼霜 男主or女主:女主】"
